farmer_id,region,farm_size,enrollment_cohort,age,female,household_size,baseline_income_usd,baseline_food_security_score,baseline_farm_output_kg,treatment,group,endline_income_usd,endline_food_security_score,endline_farm_output_kg,income_change_usd,sessions_attended
FRM-0604,Central,Medium (1-3 ha),2023-Q3,51,1,3,116.93,2.82,402.6,1,Treatment,117.94,3.5,535.7,1.01,4.0
FRM-0605,North,Large (>3 ha),2024-Q1,42,0,5,120.56,2.04,648.4,0,Control,102.94,1.38,686.4,-17.62,
FRM-0606,South,Medium (1-3 ha),2024-Q3,52,1,3,194.07,3.98,360.6,1,Treatment,191.55,5.05,317.8,-2.52,3.0
FRM-0607,North,Small (<1 ha),2023-Q1,39,1,4,80.26,6.92,345.0,1,Treatment,113.56,7.38,490.1,33.3,4.0
FRM-0608,Central,Small (<1 ha),2024-Q3,64,0,4,60.49,2.39,198.2,0,Control,52.95,3.13,146.3,-7.54,
FRM-0609,South,Small (<1 ha),2023-Q1,28,0,6,159.66,3.77,204.4,0,Control,189.39,2.41,289.4,29.73,
FRM-0610,North,Medium (1-3 ha),2023-Q3,29,1,8,83.68,4.37,426.1,0,Control,82.84,4.4,518.3,-0.84,
FRM-0611,South,Small (<1 ha),2024-Q3,62,0,6,86.23,3.34,292.9,0,Control,104.5,3.29,261.3,18.27,
FRM-0612,Central,Small (<1 ha),2023-Q1,42,1,4,85.63,3.36,132.5,0,Control,114.84,2.58,80.5,29.21,
FRM-0613,North,Small (<1 ha),2023-Q1,44,1,5,60.17,2.06,235.0,0,Control,110.14,1.0,195.6,49.97,
FRM-0614,North,Medium (1-3 ha),2024-Q3,59,1,5,94.98,4.05,339.4,1,Treatment,80.97,3.37,401.1,-14.01,5.0
FRM-0615,North,Small (<1 ha),2023-Q3,28,1,5,150.9,6.91,300.0,1,Treatment,223.44,7.69,431.8,72.54,4.0
FRM-0616,North,Medium (1-3 ha),2023-Q3,52,0,6,121.55,5.18,275.4,1,Treatment,158.35,4.91,246.4,36.8,5.0
FRM-0617,Central,Small (<1 ha),2024-Q1,33,0,7,64.17,3.13,88.1,1,Treatment,97.11,4.02,126.6,32.94,3.0
FRM-0618,South,Medium (1-3 ha),2024-Q3,50,0,7,166.56,6.45,356.4,0,Control,110.43,6.36,316.6,-56.13,
FRM-0619,Central,Medium (1-3 ha),2023-Q3,34,0,4,127.67,3.87,269.4,1,Treatment,140.97,5.17,393.3,13.3,5.0
FRM-0620,South,Medium (1-3 ha),2024-Q3,36,1,8,146.15,6.81,377.9,0,Control,136.7,7.24,460.6,-9.45,
FRM-0621,Central,Small (<1 ha),2023-Q3,44,0,6,156.01,3.89,198.7,0,Control,164.37,2.8,171.2,8.36,
FRM-0622,Central,Small (<1 ha),2023-Q3,27,1,7,210.46,4.4,267.8,1,Treatment,229.1,3.32,420.1,18.64,6.0
FRM-0623,North,Medium (1-3 ha),2024-Q3,28,0,6,54.32,6.84,458.6,0,Control,26.86,6.14,477.1,-27.46,
FRM-0624,South,Large (>3 ha),2023-Q3,35,1,2,149.62,3.5,600.8,1,Treatment,220.57,4.42,592.0,70.95,4.0
FRM-0625,North,Medium (1-3 ha),2023-Q3,43,0,8,60.72,5.97,398.4,0,Control,75.69,4.84,339.7,14.97,
FRM-0626,North,Small (<1 ha),2024-Q1,25,0,4,39.71,2.1,217.2,0,Control,58.67,2.73,268.6,18.96,
FRM-0627,North,Small (<1 ha),2024-Q1,43,1,3,38.94,4.27,210.1,1,Treatment,131.94,4.84,341.2,93.0,5.0
FRM-0628,North,Large (>3 ha),2024-Q1,50,1,2,223.45,3.07,540.5,1,Treatment,266.64,3.7,597.7,43.19,4.0
FRM-0629,North,Small (<1 ha),2024-Q3,60,0,7,38.04,2.23,119.3,1,Treatment,20.0,3.04,191.0,-18.04,5.0
FRM-0630,South,Medium (1-3 ha),2023-Q1,49,0,8,190.18,2.58,426.9,0,Control,160.64,1.78,468.5,-29.54,
FRM-0631,South,Small (<1 ha),2023-Q1,54,0,2,103.33,5.15,151.8,1,Treatment,189.55,6.08,199.1,86.22,4.0
FRM-0632,South,Medium (1-3 ha),2023-Q1,25,0,8,100.43,2.9,427.3,0,Control,122.9,2.66,400.9,22.47,
FRM-0633,Central,Large (>3 ha),2023-Q3,54,1,2,197.31,2.42,408.0,0,Control,177.74,3.43,441.7,-19.57,
FRM-0634,Central,Large (>3 ha),2023-Q3,46,0,2,111.49,6.63,672.6,0,Control,118.47,7.1,688.8,6.98,
FRM-0635,South,Medium (1-3 ha),2023-Q3,36,1,6,174.53,6.88,516.8,0,Control,168.28,6.78,481.6,-6.25,
FRM-0636,North,Medium (1-3 ha),2023-Q1,58,1,3,173.35,3.89,343.6,1,Treatment,225.1,5.92,401.7,51.75,6.0
FRM-0637,North,Large (>3 ha),2023-Q1,39,0,8,161.26,4.47,567.1,0,Control,74.71,5.4,560.7,-86.55,
FRM-0638,Central,Small (<1 ha),2024-Q1,48,0,8,158.16,4.53,239.4,0,Control,197.66,4.2,288.9,39.5,
FRM-0639,Central,Small (<1 ha),2023-Q1,25,1,7,72.91,4.33,50.0,0,Control,74.33,4.4,50.8,1.42,
FRM-0640,North,Large (>3 ha),2024-Q3,35,1,8,214.49,3.5,572.9,0,Control,171.17,2.8,576.7,-43.32,
FRM-0641,Central,Small (<1 ha),2024-Q1,30,0,3,105.81,4.31,291.7,1,Treatment,130.63,4.42,446.9,24.82,5.0
FRM-0642,Central,Medium (1-3 ha),2023-Q3,36,1,7,163.79,4.64,455.5,1,Treatment,152.85,5.38,644.0,-10.94,5.0
FRM-0643,North,Small (<1 ha),2024-Q3,43,0,5,79.83,5.08,188.5,1,Treatment,132.51,4.67,314.6,52.68,5.0
FRM-0644,Central,Small (<1 ha),2023-Q1,31,1,4,95.87,4.78,284.9,0,Control,94.59,4.43,309.3,-1.28,
FRM-0645,North,Small (<1 ha),2024-Q3,44,1,5,49.16,6.27,308.3,0,Control,97.79,6.82,205.4,48.63,
FRM-0646,South,Large (>3 ha),2024-Q3,23,1,2,232.48,4.51,737.5,1,Treatment,218.92,4.95,777.6,-13.56,4.0
FRM-0647,North,Small (<1 ha),2023-Q1,50,0,8,92.51,3.54,155.5,0,Control,87.39,4.47,174.6,-5.12,
FRM-0648,North,Large (>3 ha),2024-Q3,35,0,4,109.49,3.96,533.2,1,Treatment,155.97,4.96,608.4,46.48,4.0
FRM-0649,Central,Medium (1-3 ha),2023-Q3,51,1,2,125.26,3.84,253.0,0,Control,168.61,4.37,241.0,43.35,
FRM-0650,North,Medium (1-3 ha),2023-Q3,50,1,8,92.22,6.02,384.8,0,Control,142.33,6.57,378.7,50.11,
FRM-0651,North,Small (<1 ha),2023-Q1,51,0,8,129.55,2.19,320.3,0,Control,151.45,1.97,287.1,21.9,
FRM-0652,Central,Small (<1 ha),2023-Q3,34,0,7,121.94,2.3,77.7,0,Control,118.12,2.94,188.9,-3.82,
FRM-0653,North,Small (<1 ha),2023-Q3,30,0,3,130.52,2.53,150.8,0,Control,157.2,2.78,163.7,26.68,
FRM-0654,South,Large (>3 ha),2023-Q3,41,1,7,246.34,2.46,677.3,1,Treatment,271.46,3.43,875.1,25.12,3.0
FRM-0655,North,Small (<1 ha),2024-Q1,27,1,8,103.28,2.37,274.2,1,Treatment,132.2,3.11,374.2,28.92,3.0
FRM-0656,North,Medium (1-3 ha),2023-Q1,22,0,3,139.27,4.17,374.1,0,Control,145.03,3.56,430.4,5.76,
FRM-0657,North,Medium (1-3 ha),2023-Q1,38,0,2,134.85,6.01,241.0,1,Treatment,174.26,7.54,287.9,39.41,3.0
FRM-0658,South,Small (<1 ha),2023-Q1,58,0,7,90.26,6.07,143.3,0,Control,85.48,6.45,105.5,-4.78,
FRM-0659,Central,Small (<1 ha),2023-Q3,56,0,6,40.31,6.4,251.7,0,Control,45.75,6.42,290.9,5.44,
FRM-0660,Central,Large (>3 ha),2024-Q1,49,0,3,65.6,2.26,676.3,1,Treatment,94.28,3.31,692.2,28.68,6.0
FRM-0661,North,Medium (1-3 ha),2023-Q1,35,0,8,160.19,3.88,291.6,1,Treatment,194.66,4.64,310.5,34.47,4.0
FRM-0662,North,Small (<1 ha),2023-Q1,55,0,2,49.8,4.02,127.8,1,Treatment,40.1,4.68,238.6,-9.7,4.0
FRM-0663,South,Small (<1 ha),2024-Q3,47,1,3,64.17,4.47,201.7,1,Treatment,47.84,5.42,372.3,-16.33,5.0
FRM-0664,Central,Large (>3 ha),2023-Q3,50,1,7,204.93,6.37,514.1,1,Treatment,202.98,7.37,567.1,-1.95,6.0
FRM-0665,Central,Small (<1 ha),2023-Q1,27,0,7,93.84,4.06,166.0,1,Treatment,154.63,5.57,242.5,60.79,4.0
FRM-0666,North,Small (<1 ha),2023-Q1,31,0,8,39.37,5.26,179.4,1,Treatment,79.63,5.42,275.5,40.26,6.0
FRM-0667,Central,Large (>3 ha),2023-Q3,23,0,6,208.15,2.75,606.4,0,Control,185.15,2.99,646.5,-23.0,
FRM-0668,North,Medium (1-3 ha),2023-Q1,64,0,6,147.05,5.02,329.1,1,Treatment,165.11,6.08,429.0,18.06,3.0
FRM-0669,North,Large (>3 ha),2023-Q1,54,0,2,92.42,5.13,692.9,1,Treatment,139.67,6.01,651.7,47.25,5.0
FRM-0670,Central,Small (<1 ha),2023-Q3,26,1,7,81.19,6.65,231.7,1,Treatment,76.75,8.43,340.3,-4.44,6.0
FRM-0671,South,Medium (1-3 ha),2024-Q3,23,0,2,142.33,2.88,285.5,0,Control,101.75,3.12,396.8,-40.58,
FRM-0672,Central,Large (>3 ha),2023-Q1,41,1,4,150.23,5.39,502.7,0,Control,77.39,5.39,584.4,-72.84,
FRM-0673,Central,Medium (1-3 ha),2024-Q3,53,0,4,144.07,5.22,432.6,1,Treatment,140.79,6.85,562.2,-3.28,4.0
FRM-0674,North,Small (<1 ha),2024-Q1,52,1,2,110.91,6.95,256.8,1,Treatment,122.05,7.83,300.4,11.14,2.0
FRM-0675,Central,Medium (1-3 ha),2024-Q1,50,1,4,104.32,3.0,408.3,0,Control,58.56,2.59,281.7,-45.76,
FRM-0676,Central,Small (<1 ha),2023-Q1,27,0,5,62.47,6.18,140.0,1,Treatment,69.93,7.34,324.9,7.46,3.0
FRM-0677,North,Small (<1 ha),2023-Q3,28,0,4,119.28,5.71,203.1,0,Control,158.68,4.94,247.0,39.4,
FRM-0678,South,Medium (1-3 ha),2024-Q3,36,1,4,113.65,2.47,450.6,1,Treatment,131.88,4.34,549.7,18.23,5.0
FRM-0679,North,Small (<1 ha),2023-Q1,54,0,8,189.58,3.17,257.6,1,Treatment,227.63,3.38,363.3,38.05,5.0
FRM-0680,Central,Large (>3 ha),2024-Q1,44,0,8,225.28,6.39,484.3,1,Treatment,259.02,7.17,536.7,33.74,4.0
FRM-0681,North,Small (<1 ha),2024-Q3,50,0,2,45.98,2.6,153.8,1,Treatment,116.87,3.16,221.7,70.89,4.0
FRM-0682,Central,Small (<1 ha),2024-Q1,44,0,5,52.36,6.46,135.3,0,Control,101.73,5.91,216.7,49.37,
FRM-0683,Central,Medium (1-3 ha),2024-Q3,40,0,6,214.77,6.58,364.0,1,Treatment,227.71,7.37,406.5,12.94,3.0
FRM-0684,North,Small (<1 ha),2023-Q3,26,0,3,151.3,4.02,262.0,1,Treatment,234.16,4.43,396.8,82.86,3.0
FRM-0685,North,Large (>3 ha),2023-Q3,28,0,3,182.59,6.75,546.6,1,Treatment,217.3,7.02,610.8,34.71,5.0
FRM-0686,Central,Medium (1-3 ha),2024-Q3,33,0,6,95.8,3.9,301.5,1,Treatment,140.37,5.18,455.8,44.57,5.0
FRM-0687,Central,Small (<1 ha),2024-Q3,29,0,2,35.43,6.54,253.6,1,Treatment,95.17,7.04,237.7,59.74,5.0
FRM-0688,Central,Small (<1 ha),2023-Q1,40,0,3,145.0,2.71,250.5,0,Control,141.89,2.44,151.7,-3.11,
FRM-0689,Central,Small (<1 ha),2023-Q3,64,1,4,175.58,5.3,288.6,1,Treatment,199.81,5.22,266.8,24.23,6.0
FRM-0690,Central,Medium (1-3 ha),2024-Q1,41,0,6,143.07,3.19,430.4,1,Treatment,94.9,2.92,616.4,-48.17,4.0
FRM-0691,Central,Small (<1 ha),2023-Q1,35,0,5,90.28,4.98,203.0,0,Control,182.45,5.02,166.0,92.17,
FRM-0692,South,Small (<1 ha),2024-Q1,57,0,8,120.92,5.01,152.5,0,Control,92.76,4.25,158.4,-28.16,
FRM-0693,South,Medium (1-3 ha),2024-Q1,55,1,8,131.52,6.83,304.3,0,Control,136.56,6.7,350.2,5.04,
FRM-0694,Central,Small (<1 ha),2024-Q3,29,1,8,131.62,2.47,58.5,1,Treatment,130.81,2.58,184.3,-0.81,5.0
FRM-0695,North,Small (<1 ha),2024-Q3,37,0,5,80.02,2.22,256.6,1,Treatment,126.87,3.25,380.4,46.85,4.0
FRM-0696,Central,Medium (1-3 ha),2023-Q1,42,1,5,38.75,4.6,378.5,0,Control,28.2,3.75,503.8,-10.55,
FRM-0697,North,Small (<1 ha),2023-Q3,25,0,3,71.35,4.73,180.4,1,Treatment,106.25,6.45,245.2,34.9,3.0
FRM-0698,North,Medium (1-3 ha),2023-Q1,43,0,3,105.79,6.54,495.6,1,Treatment,75.64,6.3,585.9,-30.15,5.0
FRM-0699,North,Small (<1 ha),2024-Q1,33,1,4,44.53,4.63,149.7,0,Control,71.03,4.82,174.1,26.5,
FRM-0700,North,Large (>3 ha),2023-Q3,30,0,6,146.43,5.94,591.1,0,Control,179.5,5.85,629.7,33.07,
FRM-0701,North,Large (>3 ha),2023-Q3,52,0,5,116.38,2.61,512.6,1,Treatment,205.91,3.25,636.5,89.53,6.0
FRM-0702,North,Small (<1 ha),2024-Q3,54,1,6,56.17,2.22,165.2,1,Treatment,70.5,3.38,372.7,14.33,4.0
FRM-0703,North,Medium (1-3 ha),2023-Q1,60,1,6,112.46,5.16,362.3,0,Control,158.89,4.38,322.0,46.43,
FRM-0704,Central,Small (<1 ha),2023-Q1,46,0,7,115.78,4.49,127.8,1,Treatment,140.7,4.96,254.7,24.92,5.0
FRM-0705,South,Small (<1 ha),2024-Q1,33,1,8,126.15,5.26,112.7,1,Treatment,121.83,5.62,231.0,-4.32,5.0
FRM-0706,Central,Small (<1 ha),2024-Q1,57,0,5,112.41,2.91,234.0,1,Treatment,129.32,3.63,283.5,16.91,5.0
FRM-0707,North,Medium (1-3 ha),2024-Q1,40,0,5,139.99,5.23,403.4,1,Treatment,168.75,6.0,521.0,28.76,5.0
FRM-0708,Central,Small (<1 ha),2024-Q1,25,1,5,108.25,5.69,162.4,0,Control,68.84,5.49,144.6,-39.41,
FRM-0709,Central,Small (<1 ha),2024-Q1,46,1,3,130.64,5.19,118.9,0,Control,120.05,5.14,168.7,-10.59,
FRM-0710,South,Medium (1-3 ha),2024-Q3,23,0,8,132.02,2.12,493.2,1,Treatment,148.47,2.68,659.1,16.45,4.0
FRM-0711,South,Medium (1-3 ha),2024-Q3,28,1,8,160.98,5.31,359.5,0,Control,162.53,5.72,380.1,1.55,
FRM-0712,South,Small (<1 ha),2023-Q3,45,1,2,135.07,6.57,136.0,0,Control,89.66,6.69,116.7,-45.41,
FRM-0713,North,Medium (1-3 ha),2024-Q1,38,0,3,154.28,5.51,408.6,1,Treatment,155.38,5.89,488.4,1.1,5.0
FRM-0714,Central,Small (<1 ha),2023-Q1,64,0,2,112.91,5.17,215.3,0,Control,159.6,5.44,252.0,46.69,
FRM-0715,South,Small (<1 ha),2024-Q3,31,0,7,50.7,5.24,112.7,0,Control,57.05,5.46,120.1,6.35,
FRM-0716,South,Medium (1-3 ha),2024-Q1,39,1,4,170.58,5.15,330.3,1,Treatment,222.89,5.19,447.4,52.31,6.0
FRM-0717,North,Large (>3 ha),2024-Q3,25,0,5,88.41,6.44,625.5,1,Treatment,153.91,7.21,564.5,65.5,4.0
FRM-0718,South,Small (<1 ha),2023-Q3,43,1,7,132.96,6.09,208.0,0,Control,99.39,6.08,167.1,-33.57,
FRM-0719,Central,Large (>3 ha),2024-Q1,41,0,6,177.22,5.99,453.7,1,Treatment,208.48,6.93,439.6,31.26,5.0
FRM-0720,North,Large (>3 ha),2023-Q3,32,1,8,179.31,5.12,725.9,1,Treatment,219.9,6.21,780.6,40.59,6.0
FRM-0721,South,Medium (1-3 ha),2023-Q3,59,0,7,87.8,6.76,310.7,0,Control,139.02,5.84,315.8,51.22,
FRM-0722,Central,Medium (1-3 ha),2023-Q3,52,0,5,171.57,2.66,308.3,0,Control,119.68,2.25,361.4,-51.89,
FRM-0723,Central,Small (<1 ha),2023-Q3,32,0,6,110.55,6.82,181.3,0,Control,128.28,6.21,202.1,17.73,
FRM-0724,Central,Small (<1 ha),2023-Q3,51,0,7,43.96,6.46,158.8,0,Control,61.02,6.25,184.6,17.06,
FRM-0725,South,Small (<1 ha),2023-Q3,63,0,2,135.75,6.86,64.8,1,Treatment,179.42,8.14,94.3,43.67,5.0
FRM-0726,South,Small (<1 ha),2024-Q1,29,0,7,124.16,6.37,180.6,0,Control,103.54,5.7,191.8,-20.62,
FRM-0727,North,Small (<1 ha),2023-Q3,33,1,7,135.68,4.04,155.8,1,Treatment,186.39,5.12,281.4,50.71,4.0
FRM-0728,Central,Small (<1 ha),2024-Q3,43,0,7,88.67,5.88,249.6,1,Treatment,87.25,6.57,372.2,-1.42,3.0
FRM-0729,North,Medium (1-3 ha),2024-Q3,28,0,2,99.23,3.58,325.3,0,Control,85.28,3.25,314.4,-13.95,
FRM-0730,North,Small (<1 ha),2024-Q1,58,1,7,74.33,4.68,194.2,1,Treatment,135.4,4.67,335.7,61.07,6.0
FRM-0731,Central,Small (<1 ha),2023-Q1,63,1,8,130.83,5.51,211.5,1,Treatment,102.21,5.97,298.8,-28.62,1.0
FRM-0732,Central,Small (<1 ha),2023-Q1,31,1,7,20.0,2.76,116.5,1,Treatment,35.64,2.61,173.6,15.64,5.0
FRM-0733,North,Medium (1-3 ha),2023-Q1,61,0,2,78.27,3.55,415.1,0,Control,86.41,2.38,395.2,8.14,
FRM-0734,North,Large (>3 ha),2024-Q1,29,0,7,159.48,4.97,676.5,0,Control,172.49,4.92,763.7,13.01,
FRM-0735,North,Small (<1 ha),2024-Q1,51,0,4,127.7,6.98,50.0,1,Treatment,229.59,8.04,110.2,101.89,5.0
FRM-0736,South,Large (>3 ha),2023-Q3,38,1,3,175.1,5.03,645.5,1,Treatment,194.29,6.04,750.2,19.19,3.0
FRM-0737,North,Small (<1 ha),2024-Q1,62,0,6,129.41,5.36,171.8,1,Treatment,162.13,6.01,309.8,32.72,4.0
FRM-0738,South,Medium (1-3 ha),2023-Q1,30,0,7,219.09,5.12,270.0,0,Control,170.09,4.36,302.5,-49.0,
FRM-0739,Central,Medium (1-3 ha),2023-Q1,29,1,4,90.65,5.83,279.1,1,Treatment,138.86,6.27,363.7,48.21,4.0
FRM-0740,North,Medium (1-3 ha),2023-Q1,62,1,7,58.28,5.9,369.6,0,Control,89.68,6.62,380.2,31.4,
FRM-0741,North,Small (<1 ha),2024-Q3,44,0,3,95.44,6.91,240.9,1,Treatment,201.05,7.07,286.7,105.61,4.0
FRM-0742,Central,Small (<1 ha),2024-Q1,39,0,3,119.05,4.96,245.1,1,Treatment,169.89,4.69,463.0,50.84,5.0
FRM-0743,South,Small (<1 ha),2024-Q1,49,0,7,64.31,2.95,194.5,1,Treatment,38.31,3.44,305.8,-26.0,6.0
FRM-0744,South,Large (>3 ha),2023-Q1,22,0,8,228.85,4.52,680.8,0,Control,251.38,5.04,635.6,22.53,
FRM-0745,Central,Medium (1-3 ha),2024-Q3,40,0,3,105.27,6.05,335.3,0,Control,59.68,7.3,407.7,-45.59,
FRM-0746,North,Large (>3 ha),2024-Q1,23,1,6,184.6,6.88,469.9,0,Control,232.03,6.84,550.2,47.43,
FRM-0747,North,Small (<1 ha),2024-Q3,35,1,4,43.33,2.21,248.0,1,Treatment,76.95,2.87,451.9,33.62,4.0
FRM-0748,North,Medium (1-3 ha),2023-Q1,25,0,6,74.15,4.9,346.4,0,Control,69.12,4.71,379.0,-5.03,
FRM-0749,South,Small (<1 ha),2024-Q3,29,1,7,130.1,5.81,138.1,0,Control,72.41,6.55,50.0,-57.69,
FRM-0750,North,Small (<1 ha),2024-Q3,60,0,8,92.61,2.43,113.4,0,Control,63.66,1.22,54.2,-28.95,
FRM-0751,North,Small (<1 ha),2023-Q1,30,0,7,74.34,3.36,344.2,1,Treatment,211.33,4.49,453.1,136.99,6.0
FRM-0752,North,Small (<1 ha),2023-Q1,55,1,5,97.92,4.69,264.0,1,Treatment,76.29,5.94,381.8,-21.63,5.0
FRM-0753,South,Small (<1 ha),2023-Q1,48,0,4,44.32,6.25,322.2,1,Treatment,20.0,6.66,377.6,-24.32,4.0
FRM-0754,North,Medium (1-3 ha),2024-Q1,23,1,8,137.65,5.15,432.7,1,Treatment,150.44,5.27,592.8,12.79,5.0
FRM-0755,North,Small (<1 ha),2023-Q3,35,0,8,109.86,5.87,222.7,0,Control,106.32,6.01,58.4,-3.54,
FRM-0756,North,Medium (1-3 ha),2023-Q3,48,0,3,78.91,3.51,564.0,0,Control,76.58,3.64,566.9,-2.33,
FRM-0757,South,Large (>3 ha),2024-Q1,47,1,6,88.41,3.31,681.6,0,Control,99.25,4.62,617.2,10.84,
FRM-0758,Central,Medium (1-3 ha),2023-Q1,57,1,4,128.71,5.68,404.7,1,Treatment,157.11,6.08,496.5,28.4,4.0
FRM-0759,North,Medium (1-3 ha),2023-Q1,43,0,2,109.23,2.87,427.1,0,Control,116.03,2.61,387.5,6.8,
FRM-0760,South,Large (>3 ha),2023-Q3,47,0,7,177.83,5.46,589.3,1,Treatment,221.16,6.53,697.8,43.33,5.0
FRM-0761,North,Large (>3 ha),2024-Q1,27,0,7,96.55,2.94,616.3,0,Control,82.49,2.8,607.6,-14.06,
FRM-0762,Central,Small (<1 ha),2024-Q1,46,1,7,54.45,5.99,213.5,1,Treatment,66.76,7.54,307.4,12.31,4.0
FRM-0763,South,Small (<1 ha),2023-Q1,57,1,8,82.31,4.46,239.3,1,Treatment,136.86,6.07,339.6,54.55,3.0
FRM-0764,North,Small (<1 ha),2023-Q3,40,1,5,137.48,3.45,291.0,1,Treatment,97.53,3.67,486.5,-39.95,4.0
FRM-0765,North,Small (<1 ha),2023-Q3,53,1,7,45.54,6.6,305.5,1,Treatment,52.03,7.71,508.4,6.49,5.0
FRM-0766,Central,Medium (1-3 ha),2024-Q3,29,0,8,99.04,6.65,332.0,1,Treatment,109.16,7.47,429.7,10.12,3.0
FRM-0767,Central,Medium (1-3 ha),2024-Q1,39,0,7,141.27,3.09,380.0,0,Control,77.41,3.25,431.9,-63.86,
FRM-0768,South,Small (<1 ha),2023-Q3,57,1,5,160.52,3.94,75.8,0,Control,129.82,4.29,123.2,-30.7,
FRM-0769,North,Medium (1-3 ha),2023-Q1,38,0,4,170.39,2.67,336.4,0,Control,194.03,2.37,320.3,23.64,
FRM-0770,North,Small (<1 ha),2024-Q3,60,1,5,71.23,5.18,139.3,0,Control,134.8,6.22,134.5,63.57,
FRM-0771,Central,Small (<1 ha),2023-Q3,34,0,5,96.59,2.67,100.8,0,Control,83.61,2.05,98.6,-12.98,
FRM-0772,Central,Small (<1 ha),2023-Q1,51,0,6,104.48,5.17,161.0,0,Control,134.42,5.33,130.6,29.94,
FRM-0773,Central,Medium (1-3 ha),2024-Q3,56,1,7,67.28,2.81,301.3,0,Control,33.77,2.82,276.9,-33.51,
FRM-0774,South,Small (<1 ha),2023-Q1,24,1,3,170.74,6.43,161.6,0,Control,146.17,7.97,105.2,-24.57,
FRM-0775,North,Small (<1 ha),2024-Q3,24,0,7,102.22,2.44,127.2,0,Control,22.96,1.76,104.2,-79.26,
FRM-0776,South,Medium (1-3 ha),2023-Q3,63,0,4,109.56,3.3,342.2,1,Treatment,61.67,4.65,397.3,-47.89,3.0
FRM-0777,Central,Medium (1-3 ha),2023-Q3,27,0,4,103.07,3.32,247.5,0,Control,138.6,3.72,169.4,35.53,
FRM-0778,Central,Medium (1-3 ha),2023-Q1,58,0,8,195.5,3.21,322.7,1,Treatment,159.91,3.94,356.6,-35.59,5.0
FRM-0779,Central,Medium (1-3 ha),2024-Q1,64,1,5,128.83,6.69,345.1,1,Treatment,166.5,7.47,485.6,37.67,4.0
FRM-0780,Central,Small (<1 ha),2023-Q3,43,1,7,162.99,5.59,182.3,0,Control,114.74,6.48,212.1,-48.25,
FRM-0781,Central,Small (<1 ha),2023-Q1,50,0,5,136.65,5.58,318.4,1,Treatment,170.39,5.29,377.3,33.74,5.0
FRM-0782,South,Large (>3 ha),2024-Q1,64,0,3,164.14,4.14,659.2,0,Control,173.69,3.59,636.0,9.55,
FRM-0783,Central,Medium (1-3 ha),2023-Q3,59,1,2,92.23,2.77,537.4,1,Treatment,141.83,2.74,637.6,49.6,3.0
FRM-0784,North,Medium (1-3 ha),2024-Q3,51,0,6,136.07,6.45,327.4,1,Treatment,127.7,6.76,438.5,-8.37,4.0
FRM-0785,South,Small (<1 ha),2024-Q3,53,0,4,152.39,6.18,237.7,0,Control,126.26,6.64,296.2,-26.13,
FRM-0786,Central,Small (<1 ha),2023-Q3,32,0,7,84.71,4.84,254.2,0,Control,164.6,4.42,278.3,79.89,
FRM-0787,South,Large (>3 ha),2023-Q3,23,0,6,204.46,4.03,606.5,1,Treatment,307.14,5.17,689.7,102.68,4.0
FRM-0788,South,Large (>3 ha),2023-Q1,31,1,3,200.62,4.53,640.8,0,Control,202.47,4.12,653.4,1.85,
FRM-0789,Central,Large (>3 ha),2023-Q1,31,1,2,186.13,2.75,574.4,0,Control,171.72,1.79,543.7,-14.41,
FRM-0790,North,Small (<1 ha),2024-Q1,28,0,5,20.0,2.03,115.3,1,Treatment,113.91,1.92,230.1,93.91,4.0
FRM-0791,South,Large (>3 ha),2023-Q3,49,0,6,125.21,6.1,598.5,1,Treatment,193.48,7.88,733.1,68.27,4.0
FRM-0792,North,Small (<1 ha),2024-Q1,45,1,3,71.85,2.99,128.8,1,Treatment,106.83,2.82,201.5,34.98,3.0
FRM-0793,Central,Medium (1-3 ha),2024-Q3,60,0,6,67.26,3.97,430.7,0,Control,74.66,4.37,392.6,7.4,
FRM-0794,Central,Medium (1-3 ha),2023-Q3,25,0,7,96.82,6.71,280.2,0,Control,95.16,5.93,201.0,-1.66,
FRM-0795,North,Small (<1 ha),2024-Q1,37,1,5,87.73,3.48,126.7,0,Control,77.93,2.92,118.5,-9.8,
FRM-0796,Central,Small (<1 ha),2023-Q1,26,0,2,22.06,4.69,251.0,0,Control,78.88,4.1,198.8,56.82,
FRM-0797,Central,Small (<1 ha),2023-Q3,28,0,2,61.85,4.43,166.0,0,Control,87.25,5.08,83.2,25.4,
FRM-0798,North,Large (>3 ha),2023-Q1,23,1,4,124.55,6.75,591.7,0,Control,111.69,5.6,639.0,-12.86,
FRM-0799,South,Large (>3 ha),2023-Q3,56,0,2,131.09,6.56,640.4,1,Treatment,159.29,7.51,685.9,28.2,6.0
FRM-0800,Central,Large (>3 ha),2023-Q1,52,0,6,138.18,4.65,636.4,1,Treatment,192.95,4.88,697.6,54.77,3.0
FRM-0801,Central,Medium (1-3 ha),2024-Q1,30,0,7,158.74,4.43,441.6,1,Treatment,212.66,5.52,663.8,53.92,6.0
FRM-0802,Central,Small (<1 ha),2024-Q1,34,0,2,45.84,4.37,90.9,0,Control,21.78,4.89,95.1,-24.06,
FRM-0803,South,Small (<1 ha),2024-Q1,54,0,6,106.46,2.35,115.4,1,Treatment,82.53,4.15,177.0,-23.93,6.0
FRM-0804,Central,Medium (1-3 ha),2023-Q3,52,0,7,125.59,6.07,452.9,1,Treatment,154.15,6.78,522.5,28.56,6.0
